customer_id,tenure,num_transactions_last_month,avg_transaction_value,last_login_days_ago,late_payments,support_tickets_opened,churn
741,9,3,1475.21,26,3,2,0
742,52,5,1545.03,11,1,1,0
743,11,3,930.14,10,2,1,0
744,49,4,1670.61,13,2,2,0
745,27,3,1555.63,22,0,0,0
746,28,3,1085.31,8,0,0,0
747,57,2,1485.22,16,0,0,0
748,57,6,1206.48,5,0,1,0
749,2,9,1231.17,20,3,2,1
750,1,9,1224.79,25,0,1,0
751,6,5,1486.59,16,2,0,0
752,25,3,1221.21,11,3,1,1
753,35,5,606.01,22,2,0,0
754,16,3,1479.51,8,0,3,0
755,4,1,802.76,8,1,1,0
756,47,3,843.32,27,2,3,1
757,38,5,1507.73,4,1,1,0
758,44,3,788.68,2,1,1,0
759,20,3,1246.64,29,0,0,1
760,25,6,1530.8,21,1,3,1
761,7,10,946.97,27,1,0,0
762,21,1,839.11,24,1,4,1
763,7,7,1532.92,15,1,0,0
764,29,5,1211.58,7,1,0,0
765,52,3,1543.12,22,2,0,0
766,7,4,1008.06,7,1,1,0
767,3,5,630.67,24,1,0,0
768,29,6,1899.57,8,0,0,0
769,29,7,1380.35,21,1,1,1
770,39,2,1290.36,6,1,1,0
771,38,7,1047.99,8,2,1,0
772,6,6,1018.31,25,0,0,0
773,46,8,1169.47,16,1,1,0
774,10,2,940.53,26,2,1,0
775,37,8,685.75,27,1,0,0
776,55,5,600.32,25,1,0,0
777,14,8,1354.84,5,0,1,0
778,22,4,1242.08,10,1,4,1
779,32,6,1111.21,18,1,2,1
780,18,7,1268.72,5,1,0,0
781,36,5,1239.72,25,1,1,1
782,46,5,1003.75,1,1,1,0
783,52,5,1876.11,5,1,4,0
784,59,6,961.49,22,1,1,0
785,9,3,1393.17,10,2,1,0
786,26,3,1149.38,16,1,0,0
787,22,5,1120.22,6,3,1,0
788,46,8,1209.15,3,2,3,0
789,38,7,1215.4,4,0,1,0
790,23,5,1141.51,27,2,2,0
791,17,8,657.42,24,0,0,0
792,26,10,1296.96,23,1,1,0
793,47,7,907.38,9,2,0,0
794,56,5,1295.31,20,0,1,0
795,38,6,1427.08,21,0,4,1
796,2,6,949.85,10,2,1,0
797,6,6,1120.89,25,2,1,0
798,7,6,1300.8,17,1,1,0
799,13,5,838.7,17,1,1,0
800,27,9,1509.33,28,1,2,0
801,11,3,1214.43,6,1,1,0
802,55,5,603.36,15,1,3,0
803,15,7,1364.36,7,1,2,0
804,9,3,926.09,1,2,1,0
805,8,4,684.6,19,1,0,1
806,46,4,1056.36,4,0,2,0
807,6,3,1317.78,22,1,2,0
808,48,8,1442.94,9,0,0,0
809,43,6,942.86,28,4,0,0
810,4,4,661.74,19,1,1,0
811,11,4,1533.33,17,1,1,0
812,51,3,1477.41,28,0,1,0
813,58,7,1038.07,28,1,0,1
814,28,5,1790.19,4,1,2,0
815,26,4,1507.47,6,2,1,0
816,4,5,1039.98,19,3,1,1
817,15,3,910.39,1,1,2,0
818,19,3,1797.79,21,1,0,0
819,6,3,1251.48,15,3,2,0
820,59,9,1363.08,16,1,2,0
821,5,6,1267.74,25,3,0,1
822,18,3,1082.4,16,3,2,1
823,6,4,1772.03,9,1,2,0
824,31,7,1240.34,27,0,1,0
825,25,7,719.63,7,0,0,0
826,4,3,996.7,10,0,0,0
827,6,6,1392.82,16,2,0,1
828,41,4,1311.11,14,0,0,0
829,37,3,980.25,24,0,2,0
830,59,2,1133.51,18,0,1,0
831,50,9,993.6,17,1,1,0
832,56,3,1523.23,19,1,1,0
833,25,5,914.21,2,2,1,0
834,34,2,1475.48,6,1,1,0
835,19,6,835.82,10,1,2,0
836,34,3,1574.23,25,0,1,0
837,15,5,972.85,16,3,0,0
838,50,0,1120.8,18,1,5,0
839,8,3,545.73,27,3,2,1
840,54,4,1679.68,10,1,1,0
841,44,8,1027.48,18,0,0,0
842,47,4,1267.91,2,0,1,0
843,49,5,1541.94,13,2,2,0
844,53,6,867.66,13,0,0,0
845,34,3,1288.69,19,1,2,1
846,18,5,1329.6,13,0,1,0
847,30,3,847.66,4,2,2,0
848,13,4,200.86,7,1,1,0
849,55,4,1953.26,28,1,0,1
850,47,2,674.79,10,1,2,0
851,55,6,1391.79,17,2,3,0
852,33,5,932.01,23,0,1,0
853,35,5,869.52,24,1,0,0
854,52,4,1006.22,25,1,0,1
855,24,8,1238.32,28,1,0,0
856,26,3,1065.1,8,1,1,0
857,47,2,1045.55,25,0,1,0
858,51,3,1118.99,4,1,1,0
859,44,6,1048.65,26,1,2,0
860,53,5,1585.99,15,1,2,0
861,42,5,1256.98,26,2,1,0
862,47,2,1218.44,2,0,1,0
863,1,4,854.35,1,1,1,0
864,13,3,1048.36,22,2,0,0
865,55,0,1542.64,1,0,0,0
866,10,3,1575.87,28,0,0,1
867,19,6,1475.85,21,1,2,0
868,5,5,1023.68,19,1,0,0
869,8,6,933.88,5,2,0,0
870,4,1,602.84,5,1,0,0
871,49,4,1069.66,13,1,0,0
872,13,6,1178.68,6,0,1,0
873,38,4,1502.86,26,1,0,0
874,53,7,714.86,13,0,1,0
875,46,6,1225.94,29,0,1,0
876,49,4,1643.2,28,1,1,0
877,46,7,988.53,4,0,2,0
878,19,5,1370.27,8,0,0,0
879,52,11,1377.92,2,1,0,0
880,50,4,889.11,17,1,4,1
881,8,5,1207.44,22,0,2,0
882,27,4,1014.82,13,1,2,0
883,50,3,948.47,8,3,2,0
884,47,4,664.92,28,1,2,1
885,30,7,946.72,7,1,2,0
886,4,3,938.26,3,2,1,0
887,11,4,1283.1,4,2,0,0
888,21,2,760.57,24,1,0,1
889,43,1,785.15,1,1,1,0
890,2,3,1077.61,15,1,2,0
891,56,4,1356.11,28,1,0,0
892,21,3,714.4,9,2,0,0
893,17,4,1209.56,14,0,0,0
894,43,4,1123.32,14,0,1,0
895,51,0,1005.66,17,0,0,0
896,29,2,1127.85,29,1,2,0
897,27,9,1273.31,18,2,1,0
898,24,2,1082.78,13,0,1,0
899,53,5,766.23,18,0,0,0
900,49,3,1321.69,19,1,0,1
901,3,4,1660.08,5,0,1,0
902,39,1,1289.83,26,0,0,0
903,10,7,1546.78,26,1,2,0
904,3,5,1088.37,23,1,1,1
905,53,7,1891.47,15,2,0,0
906,45,5,1290.4,8,1,2,0
907,42,4,1027.94,16,0,2,0
908,26,2,1336.08,1,3,0,0
909,54,5,870.43,25,2,2,0
910,37,8,1194.88,12,0,0,0
911,27,9,1659.21,2,0,0,0
912,5,3,1250.09,26,2,1,0
913,42,4,1418.43,11,1,1,0
914,11,6,956.08,26,2,0,0
915,13,7,2088.09,13,2,2,0
916,41,5,1436.73,21,1,0,0
917,34,4,1354.04,23,1,0,0
918,38,4,941.21,1,1,2,0
919,40,4,1212.0,21,1,0,0
920,33,3,1468.78,11,0,1,0
921,59,6,1611.7,16,0,2,0
922,34,3,886.06,4,0,3,0
923,27,5,936.36,6,1,1,0
924,36,4,1765.4,17,1,0,0
925,26,6,2058.22,17,0,0,0
926,51,2,932.2,10,2,0,0
927,25,7,1176.01,18,2,2,0
928,19,4,897.8,9,1,1,0
929,21,8,1005.91,24,2,0,0
930,31,7,1523.66,22,1,2,1
931,29,4,1326.14,6,2,1,0
932,9,6,940.4,26,0,1,0
933,19,7,1299.97,14,2,2,0
934,26,6,824.64,8,2,1,0
935,25,7,805.29,13,1,2,0
936,40,2,1117.67,5,0,0,0
937,43,3,1517.93,20,2,1,1
938,29,3,1462.05,10,1,0,0
939,25,8,1155.48,6,2,0,0
940,19,3,860.58,3,0,0,0
941,4,4,931.15,5,0,2,0
942,45,7,1201.77,17,1,2,1
943,20,8,1383.59,29,2,1,0
944,46,2,1502.15,24,3,2,1
945,55,5,1134.98,3,2,3,1
946,1,4,990.84,23,2,1,1
947,11,2,1499.43,16,2,2,0
948,4,6,888.74,15,0,2,0
949,7,9,1361.53,29,1,1,0
950,28,2,1495.5,14,0,1,0
951,36,7,1344.9,26,2,1,1
952,58,8,1391.08,7,1,2,0
953,7,6,1640.06,17,0,2,0
954,20,4,925.69,15,2,0,0
955,35,3,1280.35,14,0,1,0
956,51,7,1475.28,15,1,0,0
957,51,2,1223.75,12,2,1,0
958,39,5,1310.18,8,1,2,0
959,21,1,1238.16,14,0,2,0
960,44,6,1436.87,3,1,1,0
961,55,4,1977.85,16,3,2,0
962,1,4,831.08,17,1,2,1
963,37,6,1080.9,28,0,4,1
964,46,3,1126.97,14,2,0,0
965,42,4,1259.13,28,0,2,0
966,3,6,907.18,13,2,0,0
967,34,9,1262.51,25,2,0,1
968,13,1,897.48,16,3,1,0
969,16,0,802.57,17,0,0,1
970,55,7,1179.47,19,2,2,0
971,34,5,953.61,21,0,1,0
972,24,3,1382.27,23,1,1,0
973,13,4,1119.32,18,1,0,0
974,6,6,1383.77,26,1,1,1
975,39,3,940.79,29,0,2,0
976,2,4,1652.47,12,0,1,0
977,11,2,1096.17,14,1,1,0
978,7,3,1218.12,16,1,1,1
979,7,7,1187.92,1,1,0,0
980,39,8,1643.65,6,1,0,0
981,39,9,977.52,5,1,2,0
982,12,4,990.55,17,2,1,1
983,51,5,1124.57,20,1,0,1
984,22,3,1511.64,11,1,0,0
985,51,7,843.43,11,0,1,0
986,51,7,1153.06,14,0,1,0
987,52,6,1205.08,27,1,0,0
988,3,7,982.52,8,0,1,0
989,13,8,1304.48,29,0,1,0
990,30,5,998.58,5,0,1,0
991,10,8,879.14,18,1,0,0
992,52,5,1196.92,17,0,2,0
993,9,6,1053.26,5,1,2,0
994,6,6,747.37,13,1,2,0
995,53,6,1028.55,12,2,1,0
996,54,5,1209.21,11,0,0,0
997,44,6,1663.07,18,0,0,0
998,2,5,1357.66,29,0,2,1
999,44,4,1258.86,1,3,1,1
1000,16,2,694.73,13,2,1,0
1001,13,7,978.2,9,1,0,0
1002,48,6,1453.58,2,2,3,1
1003,13,4,986.27,22,1,1,1
1004,22,8,1381.38,4,0,1,0
1005,57,6,1198.42,6,1,2,0
1006,19,2,1349.09,22,1,1,0
1007,26,9,1108.27,18,1,2,1
1008,14,9,1225.53,3,1,1,0
1009,31,2,1182.58,9,2,1,0
1010,29,5,1274.16,15,2,3,0
1011,45,6,1086.3,26,0,3,0
1012,42,9,1510.68,14,1,0,0
1013,22,5,1158.94,23,1,1,0
1014,7,2,1475.06,22,1,0,1
1015,37,8,1275.94,26,0,1,0
1016,49,1,1248.97,12,2,2,0
1017,41,6,1140.09,23,0,2,0
1018,27,4,1522.91,6,1,0,0
1019,31,3,646.66,16,1,2,1
1020,6,7,770.07,11,2,1,0
1021,16,3,1366.31,17,0,2,0
1022,38,7,1474.2,5,1,1,0
1023,38,7,1049.19,10,1,2,0
1024,50,3,1142.05,29,2,2,0
1025,32,1,1376.41,26,1,1,0
1026,33,6,1187.54,14,2,1,0
1027,49,11,1100.47,17,0,1,1
1028,17,3,978.73,4,0,0,0
1029,33,6,956.19,21,0,0,0
1030,11,5,1088.89,28,1,0,0
1031,13,7,542.91,21,0,0,0
1032,30,7,1299.49,22,1,3,0
1033,1,6,700.23,15,2,0,0
1034,30,4,1127.24,7,0,1,0
1035,27,5,1438.88,13,0,2,0
1036,40,3,1441.81,29,1,0,0
1037,23,4,1596.2,7,2,1,0
1038,20,2,1015.12,29,3,2,0
1039,6,4,1434.03,22,2,0,0
1040,37,7,1303.29,4,1,1,0
1041,20,2,1151.68,29,1,1,0
1042,37,4,1406.0,9,0,2,0
1043,6,4,1084.79,23,0,0,0
1044,29,5,1410.62,28,2,1,0
1045,13,5,1333.74,1,1,3,0
1046,27,12,1313.44,28,1,0,1
1047,50,5,1070.28,26,0,0,0
1048,20,4,1510.77,22,1,1,0
1049,13,3,1074.91,14,1,2,0
1050,39,4,1046.44,9,1,0,0
1051,8,4,1037.88,6,1,3,0
1052,53,7,1338.96,21,2,0,0
1053,17,7,1278.24,5,1,0,0
1054,30,4,989.13,26,1,2,0
1055,1,6,1120.5,19,0,1,0
1056,24,3,1057.04,24,2,1,0
1057,16,6,1607.18,1,2,4,1
1058,11,1,1350.08,19,0,0,0
1059,4,8,1124.85,9,0,2,0
1060,4,5,1156.73,17,1,0,0
1061,17,5,1560.46,18,1,0,0
1062,49,5,589.73,6,0,0,0
1063,10,6,1617.99,12,2,1,0
1064,21,4,670.72,15,2,1,0
1065,53,7,1182.94,4,0,0,0
1066,38,3,991.25,25,1,2,0
1067,57,6,1323.16,13,2,0,0
1068,57,2,1357.61,24,1,1,0
1069,49,5,1688.11,28,1,1,1
1070,18,6,1496.59,25,1,3,1
1071,54,4,1141.73,1,1,0,0
1072,58,8,792.31,1,0,0,0
1073,10,5,1004.6,9,3,0,0
1074,45,5,1324.89,29,1,0,1
1075,16,8,1054.41,12,2,0,0
1076,39,1,1633.67,16,1,3,1
1077,15,6,1288.13,22,3,1,1
1078,34,5,1567.5,29,2,1,0
1079,5,6,1970.07,16,2,0,0
1080,17,6,968.74,18,1,1,1
1081,37,2,1191.46,16,1,2,0
1082,8,5,1399.96,9,2,1,0
1083,24,4,1022.43,8,2,0,0
1084,28,8,881.94,17,1,2,1
1085,47,8,1254.99,15,2,0,0
1086,8,4,689.0,13,1,3,1
1087,23,6,1756.4,20,1,0,0
1088,35,6,1559.03,4,2,0,0
1089,31,3,801.57,4,0,0,0
1090,55,6,1083.75,5,1,2,0
1091,17,3,1519.16,28,0,0,0
1092,28,6,1169.73,1,1,0,0
1093,48,2,998.82,2,0,1,0
1094,48,1,1575.93,12,1,2,0
1095,51,3,906.92,22,1,1,0
1096,12,3,381.07,7,1,2,0
1097,24,3,1380.74,19,0,2,1
1098,15,2,1434.68,5,0,1,0
1099,40,2,1042.81,3,0,0,0
1100,31,7,1204.01,4,1,2,0
1101,27,4,1250.36,23,1,1,0
1102,35,3,1725.82,24,1,0,1
1103,55,3,596.98,19,0,0,1
1104,18,6,1096.12,20,2,0,1
1105,36,5,1480.97,5,0,0,0
1106,8,2,1301.71,22,2,2,1
1107,46,3,1156.22,25,2,1,0
1108,49,2,1240.4,21,0,2,0
1109,38,10,721.89,7,0,0,0
1110,5,11,1655.54,23,0,0,0
1111,54,4,819.07,9,1,1,0
1112,14,5,1051.05,21,1,2,0
1113,38,6,1386.62,13,0,0,0
1114,20,2,1524.39,19,2,0,0
1115,44,5,1128.72,21,1,2,0
1116,9,1,1289.69,9,1,0,0
1117,33,8,1449.23,4,1,0,0
1118,18,5,833.08,18,0,2,0
1119,6,2,1023.19,13,0,0,0
1120,37,5,1184.18,3,2,1,0
1121,2,3,1605.34,4,0,1,0
1122,30,3,1125.35,1,1,0,0
1123,6,4,1199.86,15,1,0,0
1124,17,6,1213.53,25,1,0,0
1125,39,6,1230.87,23,1,0,1
1126,57,10,1250.63,15,0,2,0
1127,41,4,1365.7,4,2,0,0
1128,23,7,501.08,15,2,1,0
1129,31,5,1083.58,21,1,1,0
1130,20,2,1332.06,21,1,0,0
1131,5,4,1290.48,4,1,2,0
1132,21,12,1098.38,10,2,2,0
1133,43,6,1435.85,18,0,0,0
1134,11,4,1357.19,7,0,0,0
1135,4,3,792.44,15,1,0,0
1136,23,8,1042.71,9,1,3,0
1137,38,6,1600.47,11,0,1,0
1138,59,7,1119.27,20,1,1,0
1139,30,4,923.1,26,0,2,0
1140,42,8,1003.09,14,0,1,0
1141,41,6,1136.81,26,4,0,1
1142,18,6,1116.16,16,1,1,1
1143,52,3,1472.9,25,1,3,0
1144,41,2,1029.92,16,0,1,1
1145,43,4,1587.3,2,1,1,0
1146,31,9,1494.11,4,2,2,0
1147,30,3,920.3,23,3,1,1
1148,34,3,1444.5,23,0,0,0
1149,31,4,1072.59,20,1,0,1
1150,47,8,1064.22,24,2,4,1
1151,38,4,1595.07,25,2,0,0
1152,25,5,1475.31,27,1,0,1
1153,17,4,1358.03,6,0,1,0
1154,36,4,1751.59,9,0,0,0
1155,40,4,1235.93,3,0,2,0
1156,30,7,1259.86,25,1,3,0
1157,2,5,1373.3,23,4,1,1
1158,24,4,1499.11,3,1,2,0
1159,9,5,1006.37,22,1,3,0
1160,1,6,1311.4,3,0,0,0
1161,24,7,1705.73,5,0,0,0
1162,38,1,1255.81,8,0,1,0
1163,48,1,928.65,21,3,0,0
1164,27,5,1356.92,21,1,0,0
1165,26,4,1194.17,2,1,2,0
1166,26,2,1406.1,11,1,1,0
1167,7,5,880.73,25,2,1,1
1168,25,3,952.72,23,1,0,0
1169,56,5,1325.47,26,1,2,0
1170,16,11,1372.79,19,1,0,1
1171,38,4,1438.65,10,1,0,0
1172,42,7,1331.38,28,1,2,1
1173,18,5,1724.5,16,1,0,0
1174,17,7,1350.12,9,0,0,0
1175,49,4,1045.14,3,0,0,0
1176,44,5,1554.92,7,1,0,0
1177,47,7,1067.74,24,0,1,0
1178,6,3,680.18,18,1,1,1
1179,55,4,1068.49,19,1,0,0
1180,20,4,955.66,20,2,0,0
1181,48,5,1382.09,11,2,1,0
1182,23,2,1008.95,25,0,1,0
1183,46,2,1272.4,18,0,0,0
1184,12,6,1169.99,1,0,1,0
1185,12,4,1219.14,3,0,0,0
1186,34,6,1343.0,28,1,0,1
1187,8,4,1022.74,2,3,0,0
1188,56,8,1768.4,8,2,3,0
1189,27,3,1028.54,16,1,1,0
1190,49,5,1370.73,12,0,1,0
1191,8,4,840.57,6,1,1,0
1192,48,7,1764.94,24,1,0,0
1193,55,3,1602.47,7,0,2,0
1194,33,4,509.5,3,3,0,1
1195,37,9,1357.99,25,0,1,1
1196,19,3,1123.18,19,1,0,0
1197,24,3,1467.99,2,2,2,0
1198,22,7,1257.62,7,1,1,0
1199,3,5,739.61,9,0,0,0
1200,9,5,961.37,21,1,0,0
1201,11,3,1343.91,25,2,1,0
1202,6,7,973.73,20,0,2,0
1203,39,5,1298.17,18,0,3,1
1204,39,11,1561.59,26,0,3,0
1205,37,5,959.19,15,1,3,0
1206,2,4,869.46,24,1,0,0
1207,54,11,1126.54,8,0,2,0
1208,37,6,1345.58,16,1,0,0
1209,6,8,1373.35,20,1,1,0
1210,6,6,1221.64,3,1,0,0
1211,39,6,1139.87,28,0,0,0
1212,36,4,1466.26,29,0,2,0
1213,25,4,1064.33,19,3,0,1
1214,50,4,564.7,25,1,3,0
1215,16,5,1160.3,27,0,0,0
1216,21,10,1037.11,9,1,0,0
1217,51,2,874.99,8,2,0,0
1218,10,5,1633.44,21,2,0,0
1219,56,4,855.43,3,1,1,0
1220,5,7,1639.92,17,0,0,0
1221,50,1,1069.13,11,1,0,0
1222,25,5,1317.97,17,0,0,0
1223,31,6,1224.8,12,1,1,0
1224,3,5,1169.77,14,1,4,0
1225,20,5,935.56,27,1,1,0
1226,4,8,848.51,28,1,2,1
1227,14,8,941.99,15,1,2,0
1228,12,6,834.65,16,1,1,0
1229,14,6,1132.37,5,1,1,0
1230,37,5,1043.87,8,2,0,0
1231,18,9,990.28,2,0,2,0
1232,27,5,1064.21,11,0,1,0
1233,7,3,767.0,6,1,1,0
1234,48,3,1012.93,28,2,2,0
1235,35,6,1523.45,15,0,0,0
1236,22,4,1268.65,24,1,2,1
1237,21,1,684.48,13,1,0,0
1238,43,3,916.01,23,1,3,1
1239,59,5,989.63,29,0,3,0
1240,58,4,1160.61,3,1,3,0
1241,18,9,1010.45,25,2,1,0
1242,38,9,1337.18,20,0,1,0
1243,26,5,924.81,15,1,0,0
1244,53,4,748.03,5,1,0,0
1245,22,2,957.02,22,0,0,0
1246,56,4,1462.47,29,0,2,1
1247,37,5,1522.46,10,0,0,0
1248,5,9,1226.09,8,0,0,0
1249,48,1,1390.62,20,1,1,0
1250,35,6,1198.62,1,1,0,0
1251,12,8,1212.33,17,2,2,1
1252,35,2,924.68,17,0,0,0
1253,34,7,1198.73,22,1,0,0
1254,47,7,1385.07,18,1,4,0
1255,20,3,1109.43,23,1,1,0
1256,49,3,1018.39,10,0,4,0
1257,12,6,935.89,16,0,0,1
1258,34,3,1101.45,4,1,1,0
1259,26,6,801.98,9,2,0,0
1260,34,6,1222.98,27,1,3,1
1261,32,5,1431.82,3,1,0,0
1262,46,3,1571.33,5,1,2,0
1263,7,4,1546.62,9,0,0,0
1264,26,1,1023.89,27,2,0,0
1265,25,3,1288.62,18,1,0,0
1266,46,5,613.75,4,0,0,0
1267,39,10,1183.22,17,0,0,1
1268,52,10,1172.52,21,1,0,0
1269,17,4,550.79,17,0,0,0
1270,24,5,1331.86,23,3,2,0
1271,27,6,1433.92,19,2,0,0
1272,4,4,839.8,2,1,0,0
1273,27,4,1673.09,12,0,2,0
1274,47,6,1336.83,15,2,1,0
1275,59,3,1637.27,3,2,3,1
1276,30,7,1176.17,19,1,1,1
1277,3,8,1030.94,12,1,1,0
1278,6,3,1123.01,29,0,1,0
1279,58,7,1433.39,4,0,0,0
1280,8,4,1070.43,15,2,1,0
1281,16,4,1134.8,21,0,1,1
1282,15,3,1331.56,9,2,0,0
1283,36,7,1152.49,17,1,1,1
1284,53,4,1076.32,20,1,0,0
1285,40,4,1004.38,7,0,3,0
1286,55,6,1365.09,15,0,0,0
1287,8,2,857.75,20,1,1,0
1288,52,5,1577.8,9,1,0,0
1289,39,2,1669.61,13,0,1,0
1290,58,8,600.86,22,0,0,0
1291,52,1,900.87,29,2,1,0
1292,30,6,1339.62,9,1,0,0
1293,56,4,1026.61,16,1,1,1
1294,50,5,1200.61,28,0,0,1
1295,12,2,1308.07,2,1,0,0
1296,4,7,866.58,27,1,3,1
1297,14,2,1523.29,5,0,1,0
1298,59,9,1132.97,14,2,1,0
1299,56,5,1190.6,6,2,1,0
1300,25,7,1220.07,26,0,0,1
1301,57,5,1198.93,23,1,2,1
1302,5,2,1111.54,18,1,1,0
1303,54,3,1161.81,29,2,0,0
1304,52,6,1129.59,8,3,0,0
1305,23,4,1400.48,6,2,0,0
1306,58,3,1455.97,27,0,1,0
1307,30,4,810.74,22,2,1,0
1308,39,2,1151.47,27,2,1,1
1309,12,5,1272.2,15,1,1,0
1310,15,7,1291.41,7,0,0,0
1311,19,2,1270.35,28,2,0,0
1312,26,1,1046.75,22,0,0,0
1313,45,5,716.03,13,1,0,0
1314,4,3,1351.84,10,2,2,0
1315,38,6,1191.46,29,0,0,0
1316,8,6,1019.93,1,1,0,0
1317,30,4,1342.76,20,1,1,0
1318,15,7,1172.75,28,1,0,0
1319,12,6,475.38,18,0,2,0
1320,10,5,1519.59,4,2,0,0
1321,12,2,1158.58,15,1,1,0
1322,17,9,1115.86,28,0,0,0
1323,40,1,1247.82,26,1,1,0
1324,2,5,999.99,20,1,0,0
1325,19,7,1336.33,9,0,4,0
1326,54,3,1667.83,2,2,0,0
1327,29,6,1250.98,14,0,0,0
1328,1,7,1430.62,5,0,1,0
1329,22,8,689.31,26,3,0,0
1330,25,6,1025.06,11,2,0,0
1331,10,1,857.71,13,0,1,0
1332,9,6,979.27,15,0,0,0
1333,19,6,1000.17,15,0,1,0
1334,12,10,1362.95,5,2,0,0
1335,29,4,873.26,2,1,0,0
1336,54,4,797.22,16,1,0,0
1337,52,4,1662.86,23,2,2,0
1338,18,6,1354.21,11,2,1,0
1339,56,6,1731.66,24,3,1,1
1340,16,6,1727.03,13,0,2,0
1341,4,4,1118.9,5,1,2,0
1342,43,5,1441.74,21,1,2,0
1343,25,8,1226.29,20,1,1,0
1344,22,3,1130.81,15,1,0,0
1345,29,7,1338.27,12,1,2,0
1346,59,5,955.8,13,1,1,0
1347,22,7,774.1,24,1,1,0
1348,15,8,1305.15,6,0,1,0
1349,48,5,1244.48,3,1,1,0
1350,2,6,457.96,18,2,0,0
1351,13,3,1391.77,5,2,0,0
1352,12,5,1158.62,4,1,2,0
1353,26,2,1307.34,11,0,3,1
1354,40,2,1426.21,29,1,0,1
1355,12,6,1430.73,9,1,1,0
1356,27,3,1096.3,28,1,0,0
1357,46,4,1591.68,10,0,1,0
1358,35,3,1254.14,17,1,3,1
1359,2,7,1147.78,3,0,0,0
1360,17,3,1331.03,5,2,4,1
1361,2,4,1385.53,12,0,1,0
1362,17,4,1460.72,7,0,1,0
1363,34,4,907.45,20,1,0,0
1364,34,3,1336.61,24,1,3,0
1365,45,3,1268.44,1,1,1,0
1366,39,3,1535.22,22,0,0,0
1367,41,6,1098.61,25,1,2,1
1368,9,3,849.91,28,1,1,0
1369,14,8,975.21,7,2,1,0
1370,43,4,1456.31,4,3,2,1
1371,20,4,866.94,19,1,2,0
1372,51,7,1256.66,9,0,1,0
1373,33,4,1175.15,26,1,2,0
1374,24,2,1359.53,22,2,2,1
1375,5,5,1085.39,9,1,0,0
1376,32,6,545.57,12,3,2,0
1377,23,7,1565.69,23,0,1,0
1378,1,1,1208.06,16,0,2,0
1379,38,7,1463.86,3,1,0,0
1380,32,4,1108.76,23,0,0,0
1381,16,4,1316.89,11,1,1,0
1382,20,4,1680.93,23,1,2,0
1383,16,7,979.05,6,1,0,0
1384,52,5,1691.65,18,0,0,0
1385,58,4,1547.63,25,0,4,0
1386,13,3,1304.75,14,0,2,0
1387,46,9,713.56,26,2,1,0
1388,11,9,1376.34,15,1,2,0
1389,53,5,1168.4,24,2,0,0
1390,42,4,1553.63,6,2,0,0
1391,17,8,1257.3,10,2,3,1
1392,7,2,953.21,7,1,1,0
1393,22,5,1779.39,23,2,0,0
1394,31,7,1178.32,4,2,0,0
1395,4,2,774.43,19,1,0,0
1396,17,2,1260.42,21,0,3,1
1397,1,7,1016.85,6,0,0,0
1398,2,4,1245.4,13,0,2,0
1399,51,5,1378.53,10,2,0,0
1400,33,3,1118.06,27,0,1,0
1401,44,5,571.88,4,0,1,0
1402,19,1,1283.15,8,1,0,0
1403,19,7,1177.46,4,2,1,0
1404,58,4,1164.57,22,1,1,0
1405,23,3,714.83,13,1,0,0
1406,16,2,1347.06,19,1,1,0
1407,16,5,1175.19,17,1,2,0
1408,29,5,1459.42,28,2,2,0
1409,8,7,916.34,4,1,1,0
1410,28,6,1747.39,4,1,3,0
1411,25,8,243.35,1,0,1,0
1412,58,8,1561.09,3,0,1,0
1413,59,4,1107.92,15,0,2,0
1414,25,2,1702.15,4,2,0,0
1415,13,4,1330.73,8,2,1,0
1416,14,4,839.63,21,1,0,1
1417,19,4,818.08,4,1,0,0
1418,15,6,1521.35,24,1,0,1
1419,15,4,828.24,2,0,0,0
1420,21,5,1362.16,22,0,0,0
1421,8,3,445.59,14,1,0,0
1422,56,5,1090.38,7,1,0,0
1423,45,4,751.18,4,1,2,0
1424,44,5,1414.58,17,1,1,0
1425,54,9,1837.56,12,0,1,0
1426,28,3,1226.7,7,0,3,0
1427,45,6,1686.23,27,2,3,0
1428,16,4,1385.69,28,1,1,0
1429,24,11,1036.48,14,1,2,0
1430,12,2,1563.18,28,0,0,0
1431,14,12,1462.26,5,1,1,0
1432,30,2,1053.77,8,2,0,0
1433,32,5,1366.84,21,1,1,0
1434,47,2,1846.7,1,0,0,0
1435,19,5,875.34,11,0,0,0
1436,5,4,447.65,7,0,0,0
1437,29,8,872.87,1,0,1,0
1438,2,6,1667.78,23,0,1,1
1439,50,9,1519.17,3,0,0,0
1440,50,5,1292.22,20,3,1,1
1441,24,5,1268.98,5,1,2,0
1442,58,4,862.42,22,0,0,1
1443,17,6,829.58,14,2,1,0
1444,42,6,1167.8,5,2,0,0
1445,27,2,1054.34,16,1,0,0
1446,49,8,661.02,7,0,2,0
1447,3,4,172.94,19,0,0,0
1448,48,2,777.48,7,0,0,0
1449,18,2,1316.36,27,1,1,0
1450,21,7,829.71,27,0,1,0
1451,39,7,1445.38,12,2,2,0
1452,1,8,1607.41,5,3,2,0
1453,7,11,1343.0,11,0,3,0
1454,45,4,1140.98,17,1,1,1
1455,23,5,1532.94,5,1,2,0
1456,16,3,1590.83,6,0,1,0
1457,11,5,1057.53,3,1,0,0
1458,35,8,1139.94,23,1,3,0
1459,41,7,1149.64,29,0,0,0
